"ITEM","DEPT","CLASS","SUBCLASS","STANDARD_UOM"
"194250040159","107","156","1133","EA"
"3614271722980","101","156","1130","EA"
"194250040272","107","156","1133","EA"
"3614271722997","101","156","1130","EA"
"194250040395","107","156","1133","EA"
"3614271723000","101","156","1130","EA"
"194250040456","107","156","1133","EA"
"3473311874504","109","154","1121","EA"
"020714656058","101","152","1109","EA"
"020714656065","101","152","1109","EA"
"3473311866059","109","155","1125","EA"
"3700076441918","101","156","1129","EA"
"3473311866066","109","155","1125","EA"
"3700076441925","101","156","1129","EA"
"3473311866073","109","155","1125","EA"
"3700076441932","101","150","1103","EA"
"3473311866080","109","155","1125","EA"
"194251136035","108","152","1110","EA"
"194250002331","107","156","1133","EA"
"3614271722188","101","156","1130","EA"
"194250002393","107","156","1133","EA"
"3614271722195","101","156","1130","EA"
"194250002454","107","156","1133","EA"
"3614271722850","101","156","1130","EA"
"3365440184756","101","152","1110","EA"
"3365440184824","101","152","1110","EA"
"3473311500762","109","361","1335","EA"
"3473311500779","109","361","1335","EA"
"3473311500786","109","361","1335","EA"
"3473311540003","109","355","1314","EA"
"3473311902016","109","252","1220","EA"
"3473311931504","109","252","1220","EA"
"3473311820143","109","150","1103","EA"
"3473311820150","109","150","1103","EA"
"3473311820167","109","150","1103","EA"
"3700431443540","202","254","1227","EA"
"3473311500625","109","361","1335","EA"
"3473311500632","109","361","1335","EA"
"3473311500656","109","361","1335","EA"
"3473311500663","109","361","1335","EA"
"3473311500700","109","361","1335","EA"
"3700431403056","202","254","1227","EA"
"3700431404336","202","254","1227","EA"
"3700431407610","202","254","1227","EA"
"3700431409799","202","254","1227","EA"
"3700431443557","202","254","1227","EA"
"3700431443564","202","254","1227","EA"
"3700431443816","202","254","1227","EA"
"3473311611017","109","159","1150","EA"
"3473311612007","109","159","1150","EA"
"3473311500731","109","361","1335","EA"
"3473311500748","109","361","1335","EA"
"3473311500755","109","361","1335","EA"
"3700431410078","202","254","1227","EA"
"3700431416483","202","254","1227","EA"
"3700431417756","202","254","1227","EA"
"3473311521033","109","351","1303","EA"
"3700431432506","202","250","1203","EA"
"3700431432513","202","250","1203","EA"
"3700431434142","202","250","1209","EA"
"3700431434159","202","250","1203","EA"
"3700431417763","202","254","1227","EA"
"3700431420015","202","254","1227","EA"
"3700431422781","202","254","1227","EA"
"3700431422798","202","254","1227","EA"
"3700431446299","202","254","1227","EA"
"3700431448644","202","254","1227","EA"
"3473311874511","109","154","1121","EA"
"3473311874528","109","154","1121","EA"
"3473311874535","109","154","1121","EA"
"3473311874542","109","154","1121","EA"
"3614272556539","101","159","1146","EA"
"3614272556546","101","159","1146","EA"
"3614272556553","101","159","1146","EA"
"3614272556560","101","159","1146","EA"
"3614272556577","101","159","1146","EA"
"020714515843","101","355","1314","EA"
"3614272128002","101","156","1130","EA"
"194250040517","107","156","1133","EA"
"3614272128033","101","156","1130","EA"
"194250040579","107","156","1133","EA"
"3365440184893","101","152","1110","EA"
"3365440184961","101","152","1110","EA"
"194250038972","107","150","1103","EA"
"020714800857","101","355","1314","EA"
"194250038996","107","150","1103","EA"
"027131988137","101","355","1314","EA"
"194250039016","107","150","1103","EA"
"3700076456240","101","156","1130","EA"
"3700076456257","101","156","1130","EA"
"3700076456264","101","156","1130","EA"
"3700076456271","101","156","1130","EA"
"3700076456288","101","156","1130","EA"
"3700076456295","101","156","1130","EA"
"3700076456462","101","156","1130","EA"
"3700076458985","101","356","1320","EA"
"040232024214","106","163","1166","EA"
"040232024221","106","163","1164","EA"
"040232024238","106","163","1164","EA"
"040232024245","106","163","1164","EA"
"194251004006","108","156","1130","EA"
"3522930027799","300","361","1335","EA"
"3380814435418","300","159","1147","EA"
"3380814435517","300","159","1147","EA"
"3380814435616","300","159","1147","EA"
"3380814436019","300","159","1147","EA"
"3522930028161","300","363","1338","EA"
"3380814057214","300","152","1110","EA"
"3380814057313","300","152","1110","EA"
"3380814700219","300","152","1111","EA"
"3522930002093","300","352","1306","EA"
"3522930010319","300","352","1306","EA"
"3522931002214","300","352","1306","EA"
"3522931002962","300","352","1367","EA"
"3380814437016","300","159","1147","EA"
"3380810032840","300","352","1367","EA"
"3700431440709","202","368","1351","EA"
"3700431440839","202","250","1209","EA"
"3700431440846","202","250","1203","EA"
"3700431441577","202","364","1341","EA"
"3473311931603","109","252","1220","EA"
"010315923185","110","163","1169","EA"
"3473311932600","109","252","1220","EA"
"3473311933607","109","252","1220","EA"
"3473311934154","109","252","1220","EA"
"3473311935502","109","252","1220","EA"
"3700431448675","202","250","1209","EA"
"3473311593009","109","359","1327","EA"
"3700431447722","202","368","1350","EA"
"3700431448927","202","250","1209","EA"
"3700431448934","202","250","1209","EA"
"3700431448941","202","250","1203","EA"
"3700431448958","202","250","1203","EA"
"087327005345","201","252","1220","EA"
"3473311941510","109","252","1220","EA"
"3473311961006","109","252","1220","EA"
"3473311963208","109","252","1220","EA"
"3473311980014","109","252","1220","EA"
"3473311985507","109","252","1220","EA"
"3614272128057","101","156","1130","EA"
"194250047103","107","369","1355","EA"
"3614272128071","101","156","1130","EA"
"194250047127","107","369","1355","EA"
"3473311874559","109","154","1121","EA"
"3473311875013","109","153","1116","EA"
"3473311875020","109","153","1116","EA"
"3473311875037","109","153","1116","EA"
"3473311875044","109","153","1116","EA"
"3614272556584","101","159","1146","EA"
"3614272556591","101","159","1146","EA"
"3614272559523","101","159","1146","EA"
"3614272559530","101","159","1146","EA"
"3614272559547","101","159","1146","EA"
"3614272559561","101","159","1146","EA"
"3473311870179","109","155","1126","EA"
"194251004013","108","156","1130","EA"
"194251004020","108","156","1130","EA"
"194250031102","107","152","1112","EA"
"194251004037","108","156","1130","EA"
"194251021621","108","159","1147","EA"
"194251021645","108","159","1147","EA"
"020714795689","101","156","1133","EA"
"3700076430653","101","156","1130","EA"
"3700076435146","101","156","1130","EA"
"3700076435153","101","156","1130","EA"
"020714876616","101","159","1143","EA"
"020714876623","101","159","1143","EA"
"020714876678","101","159","1143","EA"
"020714917920","101","159","1143","EA"
"020714917937","101","159","1143","EA"
"020714917944","101","159","1143","EA"
"020714917951","101","159","1143","EA"
"020714917975","101","159","1143","EA"
"020714917982","101","159","1143","EA"
"020714917999","101","159","1143","EA"
"3380810269970","300","152","1111","EA"
"3522931003297","300","352","1306","EA"
"3522931003532","300","352","1306","EA"
"3522930000884","300","368","1351","EA"
"195893577385","300","351","1303","EA"
"3380810300352","300","368","1350","EA"
"3522930000525","300","351","1303","EA"
"3522930000631","300","356","1319","EA"
"3522931003266","300","356","1317","EA"
"3522930000679","300","364","1341","EA"
"3380810221749","300","556","1519","EA"
"381519077456","300","356","1316","EA"
"3522930000693","300","364","1341","EA"
"3522930001218","300","364","1341","EA"
"3473311986504","109","252","1220","EA"
"3700431404961","202","254","1227","EA"
"3473311683403","109","552","1507","EA"
"3473311683410","109","552","1507","EA"
"3700431427809","202","254","1227","EA"
"3700431427816","202","254","1227","EA"
"3700431407498","202","251","1213","EA"
"3700431403582","202","368","1350","EA"
"3700431417411","202","368","1351","EA"
"3700431420909","202","364","1341","EA"
"087327012541","201","369","1358","EA"
"3700431427823","202","254","1227","EA"
"3700431429049","202","254","1227","EA"
"3473311269102","109","359","1327","EA"
"3473311400000","109","359","1327","EA"
"3473311405609","109","359","1327","EA"
"3473311415653","109","359","1327","EA"
"3700431432469","202","250","1209","EA"
"3700431432476","202","250","1209","EA"
"3700431432483","202","250","1209","EA"
"3700431432490","202","250","1203","EA"
"3473311806000","109","156","1129","EA"
"020714678197","101","355","1314","EA"
"3473311870186","109","155","1126","EA"
"020714678203","101","355","1314","EA"
"3473311870193","109","155","1126","EA"
"3473311870216","109","155","1126","EA"
"3614272297074","101","156","1130","EA"
"194250048100","107","369","1355","EA"
"3614272297081","101","156","1130","EA"
"194250048308","107","252","1220","EA"
"3614272659322","101","156","1130","EA"
"194250048346","107","252","1220","EA"
"3614272659346","101","156","1130","EA"
"3614272659384","101","156","1130","EA"
"3614272659391","101","156","1130","EA"
"3365440117310","101","159","1146","EA"
"3365440117457","101","159","1146","EA"
"3365440117594","101","159","1146","EA"
"3365440117730","101","159","1146","EA"
"3365440117808","101","159","1146","EA"
"3365440118010","101","159","1146","EA"
"194250036589","107","152","1112","EA"
"194251004044","108","156","1130","EA"
"194250060409","107","152","1112","EA"
"194251004051","108","156","1130","EA"
"194251021669","108","159","1147","EA"
"3700076436327","101","152","1109","EA"
"3700076436334","101","152","1109","EA"
"3700076436341","101","152","1109","EA"
"3700076436358","101","152","1109","EA"
"3700076442595","101","356","1320","EA"
"3700076454260","101","156","1130","EA"
"3700076454284","101","156","1130","EA"
"3700076454307","101","156","1130","EA"
"3700076454321","101","152","1111","EA"
"3700076454345","101","152","1111","EA"
"3700076454352","101","152","1111","EA"
"3700076454369","101","152","1111","EA"
"3365440638334","101","152","1110","EA"
"194251004068","108","156","1130","EA"
"3700076458015","101","159","1147","EA"
"194251004075","108","156","1130","EA"
"3522930001454","300","356","1321","EA"
"3522930002055","300","368","1350","EA"
"3522930002307","300","356","1321","EA"
"3522930002505","300","356","1321","EA"
"3380810032871","300","556","1519","EA"
"3380810033618","300","556","1519","EA"
"3380810033663","300","556","1519","EA"
"3380810059106","300","351","1303","EA"
"3380810040159","300","352","1305","EA"
"3522930003090","300","358","1325","EA"
"3522930003120","300","351","1303","EA"
"3522930003151","300","356","1321","EA"
"3522931002283","300","351","1303","EA"
"3522931003426","300","356","1321","EA"
"3380810147414","300","351","1303","EA"
"3380810205312","300","368","1353","EA"
"3380811540191","300","368","1350","EA"
"3380811564104","300","368","1350","EA"
"3522931002269","300","358","1325","EA"
"3522930028536","300","361","1335","EA"
"3365440742482","101","162","1160","EA"
"3365440742604","101","162","1160","EA"
"3365440742666","101","162","1160","EA"
"3700431421999","202","252","1221","EA"
"3700076448931","101","357","1322","EA"
"3700076449617","101","159","1143","EA"
"3700431400451","202","254","1227","EA"
"3473311692313","109","457","1427","EA"
"3473311692412","109","451","1403","EA"
"3473311693419","109","457","1427","EA"
"3365440742727","101","162","1160","EA"
"3700076440072","101","152","1111","EA"
"3700076455328","101","152","1111","EA"
"3700076448269","101","356","1320","EA"
"3700076433784","101","163","1166","EA"
"3700076433791","101","163","1164","EA"
"3700076433807","101","163","1164","EA"
"3700431404954","202","252","1221","EA"
"3700431405678","202","252","1221","EA"
"087327005284","201","252","1220","EA"
"3700431405784","202","252","1221","EA"
"3614272559578","101","159","1146","EA"
"3614272559592","101","159","1146","EA"
"3614272936287","101","159","1147","EA"
"3614272936294","101","159","1147","EA"
"3614272942608","101","159","1147","EA"
"3614272942615","101","159","1147","EA"
"3614272942622","101","159","1147","EA"
"3614272942639","101","159","1147","EA"
"3614272942646","101","159","1147","EA"
"3614272942653","101","159","1147","EA"
"3614272942660","101","159","1147","EA"
"194251006819","108","150","1103","EA"
"020714174231","101","368","1351","EA"
"194251006833","108","150","1103","EA"
"194251006857","108","150","1103","EA"
"194251006871","108","150","1103","EA"
"3365440354043","101","159","1146","EA"
"3365440354289","101","159","1146","EA"
"3614270274138","101","159","1146","EA"
"3614271332578","101","159","1146","EA"
"3614271332585","101","159","1146","EA"
"3700076458022","101","159","1147","EA"
"194251004082","108","156","1130","EA"
"3700076458039","101","159","1147","EA"
"3700076442533","101","355","1314","EA"
"3700076446272","101","355","1314","EA"
"3700076446449","101","355","1314","EA"
"3614272374706","101","152","1110","EA"
"3614272374720","101","152","1110","EA"
"194251004099","108","156","1130","EA"
"3700076458046","101","159","1147","EA"
"194251004105","108","156","1130","EA"
"3700076458053","101","159","1147","EA"
"194251004112","108","156","1130","EA"
"3700076458060","101","159","1147","EA"
"194251004129","108","156","1130","EA"
"3700076434620","101","152","1110","EA"
"3700076442571","101","355","1314","EA"
"020714908614","101","356","1320","EA"
"3700076443288","101","156","1130","EA"
"3700076443295","101","156","1130","EA"
"3700076443301","101","156","1130","EA"
"3700076443318","101","156","1130","EA"
"3522931023813","300","361","1335","EA"
"3522931027583","300","361","1335","EA"
"3522931028177","300","361","1335","EA"
"3522932027575","300","361","1335","EA"
"3380810033830","300","351","1303","EA"
"191677200890","302","451","1403","EA"
"1230000065108","300","361","1335","EA"
"3473311807243","109","156","1130","EA"
"3473311807250","109","156","1130","EA"
"3473311807267","109","156","1130","EA"
"3473311807274","109","156","1130","EA"
"3473311807281","109","156","1130","EA"
"3473311807298","109","156","1130","EA"
"3700076446289","101","359","1330","EA"
"3473311082008","109","358","1325","EA"
"020714228026","101","163","1166","EA"
"020714228033","101","163","1164","EA"
"3473311703613","109","159","1147","EA"
"3473311703620","109","159","1147","EA"
"3473311703637","109","159","1147","EA"
"3473311703644","109","159","1147","EA"
"3700076458237","101","160","1154","EA"
"3700076458527","101","162","1159","EA"
"3473311682222","109","552","1507","EA"
"3701222603136","201","252","1220","EA"
"3701222603204","201","252","1220","EA"
"3701222603525","201","252","1220","EA"
"3701222603785","201","252","1220","EA"
"3701222603792","201","252","1220","EA"
"3473311879028","109","150","1104","EA"
"3473311879035","109","150","1104","EA"
"3473311879059","109","150","1104","EA"
"3700076458572","101","160","1152","EA"
"3701222603808","201","252","1220","EA"
"3700431421968","202","252","1221","EA"
"3700431421975","202","252","1221","EA"
"3700431421982","202","252","1221","EA"
"3700431442017","202","364","1341","EA"
"3473311218001","109","355","1314","EA"
"3700431405265","202","254","1227","EA"
"3700431405272","202","254","1227","EA"
"3700431405289","202","254","1227","EA"
"3700431406132","202","254","1227","EA"
"3614271332615","101","159","1146","EA"
"3614271332622","101","159","1146","EA"
"3614271332639","101","159","1146","EA"
"3614271332646","101","159","1146","EA"
"3614271332653","101","159","1146","EA"
"3614271332660","101","159","1146","EA"
"3614272942677","101","159","1147","EA"
"3614272942684","101","159","1147","EA"
"3473311873118","109","154","1121","EA"
"3473311873125","109","154","1121","EA"
"3473311870117","109","155","1126","EA"
"020714540265","101","355","1314","EA"
"3473311870124","109","155","1126","EA"
"020714540272","101","355","1314","EA"
"3473311870131","109","155","1126","EA"
"020714548728","101","552","1507","EA"
"3473311870148","109","155","1126","EA"
"020714598938","101","355","1314","EA"
"3473311870162","109","155","1126","EA"
"020714676513","101","355","1314","EA"
"3614272374737","101","152","1110","EA"
"194251004136","108","156","1130","EA"
"194251004143","108","156","1130","EA"
"020714445300","101","159","1148","EA"
"194251004150","108","156","1130","EA"
"020714445317","101","159","1148","EA"
"194251004167","108","156","1130","EA"
"020714445324","101","159","1148","EA"
"3700076443325","101","156","1130","EA"
"3700076443332","101","156","1130","EA"
"3700076443349","101","156","1130","EA"
"3700076443356","101","156","1130","EA"
"3700076443363","101","156","1130","EA"
"3700076443370","101","156","1130","EA"
"194251004174","108","156","1130","EA"
"020714445331","101","159","1148","EA"
"194251004181","108","156","1130","EA"
"020714445348","101","159","1148","EA"
"194251004198","108","156","1130","EA"
"020714445355","101","159","1148","EA"
"3473311703651","109","159","1147","EA"
"3473311809001","109","156","1130","EA"
"3473311809018","109","156","1130","EA"
"3473311809025","109","156","1130","EA"
"3473311809032","109","156","1130","EA"
"3473311809056","109","156","1130","EA"
"3473311809063","109","156","1130","EA"
"3473311809087","109","156","1130","EA"
"3473311809094","109","156","1130","EA"
"3473311809100","109","156","1130","EA"
"3473311809117","109","156","1130","EA"
"020714228040","101","163","1166","EA"
"020714228057","101","163","1164","EA"
"020714228064","101","163","1164","EA"
"020714228071","101","163","1164","EA"
"020714228088","101","163","1167","EA"
"3473311703668","109","159","1147","EA"
"3473311703675","109","159","1147","EA"
"195893043767","101","660","1638","EA"
"195893397204","101","660","1638","EA"
"3473311805515","109","156","1130","EA"
"3473311228000","109","355","1314","EA"
"3473311238009","109","356","1318","EA"
"3473311268006","109","355","1314","EA"
"3473311269003","109","355","1314","EA"
"3473311298102","109","360","1332","EA"
"3700431400628","202","250","1210","EA"
"3700431407283","202","250","1210","EA"
"3700431407351","202","250","1210","EA"
"3700431440877","202","250","1210","EA"
"3700431413031","202","254","1227","EA"
"3700431441737","202","254","1227","EA"
"3700431443632","202","254","1227","EA"
"3473311320506","109","355","1314","EA"
"3473311415806","109","355","1314","EA"
"3473311500502","109","355","1314","EA"
"3701222603815","201","252","1220","EA"
"3701222603822","201","252","1220","EA"
"3701222600449","201","252","1220","EA"
"3701222600470","201","252","1220","EA"
"3701222600494","201","252","1220","EA"
"3701222600500","201","252","1220","EA"
"040232291883","106","163","1166","EA"
"040232291890","879","1054","8054","EA"
"3614271332677","101","159","1146","EA"
"3614271332684","101","159","1146","EA"
"3473311853219","109","154","1119","EA"
"3614271640987","101","159","1146","EA"
"3614271640994","101","159","1146","EA"
"3614271641014","101","159","1146","EA"
"3614271641847","101","159","1146","EA"
"3614271641960","101","159","1146","EA"
"3614271709349","101","159","1147","EA"
"3614271709356","101","159","1147","EA"
"3473311873132","109","154","1121","EA"
"3473311873149","109","154","1121","EA"
"3473311873156","109","154","1121","EA"
"3473311873163","109","154","1121","EA"
"3473311873170","109","154","1121","EA"
"3473311873187","109","154","1121","EA"
"020714698911","101","356","1320","EA"
"3473311870223","109","155","1126","EA"
"194251004204","108","156","1130","EA"
"020714463717","101","159","1148","EA"
"194251004211","108","156","1130","EA"
"020714463724","101","159","1148","EA"
"3614271944122","101","156","1133","EA"
"3614271944139","101","156","1133","EA"
"3614271944146","101","156","1133","EA"
"3614271944153","101","156","1133","EA"
"3614271944160","101","156","1133","EA"
"3614271944191","101","156","1133","EA"
"3614272379725","101","156","1130","EA"
"3614272379749","101","156","1130","EA"
"3614272379763","101","156","1130","EA"
"3700076434866","101","159","1143","EA"
"194251004228","108","156","1130","EA"
"020714568818","101","159","1148","EA"
"194251004235","108","156","1130","EA"
"020714568825","101","159","1148","EA"
"194251004242","108","156","1130","EA"
"020714568832","101","159","1148","EA"
"3473311805522","109","156","1130","EA"
"3614272387522","101","157","1137","EA"
"3473311809124","109","156","1130","EA"
"3473311809148","109","156","1130","EA"
"3473311809155","109","156","1130","EA"
"020714244392","101","163","1166","EA"
"020714290467","101","163","1164","EA"
"020714299149","101","163","1166","EA"
"020714322625","101","361","1335","EA"
"020714326128","101","163","1166","EA"
"3473311805539","109","156","1130","EA"
"3614272387539","101","157","1137","EA"
"3473311805546","109","156","1130","EA"
"3614272387560","101","157","1137","EA"
"3473311805553","109","156","1130","EA"
"3473311809179","109","156","1130","EA"
"3700458602920","200","252","1220","EA"
"195893481743","101","660","1638","EA"
"195893634477","101","660","1638","EA"
"3614272387584","101","157","1137","EA"
"020714233907","101","357","1324","EA"
"3700076435016","101","152","1111","EA"
"020714092160","101","357","1324","EA"
"3700076442014","101","151","1107","EA"
"3700076433814","101","163","1166","EA"
"3700076433821","101","163","1166","EA"
"3700076433838","101","163","1164","EA"
"087327011018","201","252","1220","EA"
"3700431405791","202","252","1221","EA"
"087327012497","201","252","1220","EA"
"3700431405807","202","252","1221","EA"
"087327013531","201","252","1220","EA"
"3700431405845","202","252","1221","EA"
"087327013753","201","252","1220","EA"
"3700431405852","202","252","1221","EA"
"087327014613","201","252","1220","EA"
"3700076441550","101","162","1159","EA"
"3700076441567","101","162","1159","EA"
"3700076442502","101","163","1166","EA"
"3700076442663","101","163","1166","EA"
"3700431411211","202","252","1221","EA"
"020714709143","101","355","1314","EA"
"020714732202","101","355","1314","EA"
"3473311870230","109","155","1126","EA"
"020714777531","101","356","1320","EA"
"3473311870247","109","155","1126","EA"
"020714777746","101","552","1507","EA"
"3473311870254","109","155","1126","EA"
"3614271709363","101","159","1147","EA"
"3614271709387","101","159","1147","EA"
"3614271709400","101","159","1147","EA"
"3614271709417","101","159","1147","EA"
"3614271709448","101","159","1147","EA"
"3614271709455","101","159","1147","EA"
"3614271709462","101","159","1147","EA"
"3614271709486","101","159","1147","EA"
"3614271709493","101","159","1147","EA"
"3614271709530","101","159","1147","EA"
"3614271709554","101","159","1147","EA"
"3473311873194","109","154","1121","EA"
"194251004259","108","156","1130","EA"
"020714568849","101","159","1148","EA"
"3614270638060","101","152","1111","EA"
"3700076441659","101","152","1109","EA"
"020714016883","101","159","1147","EA"
"020714089528","101","159","1147","EA"
"020714089573","101","159","1147","EA"
"020714089597","101","159","1147","EA"
"027131240198","101","151","1107","EA"
"027131240303","101","151","1107","EA"
"027131240723","101","151","1107","EA"
"194251004266","108","156","1130","EA"
"020714568856","101","159","1148","EA"
"194251004273","108","156","1130","EA"
"020714568863","101","159","1148","EA"
"194251004280","108","156","1130","EA"
"020714575731","101","159","1148","EA"
"194251004297","108","156","1130","EA"
"3700076435061","101","356","1320","EA"
"3700076435801","101","156","1130","EA"
"3473311805560","109","156","1130","EA"
"3700076455991","101","156","1129","EA"
"3473311805577","109","156","1130","EA"
"3473311805614","109","156","1130","EA"
"3473311809193","109","156","1130","EA"
"3473311809209","109","156","1130","EA"
"3473311809216","109","156","1130","EA"
"195893799565","101","660","1638","EA"
"195893801718","101","660","1638","EA"
"195893905423","101","660","1638","EA"
"196852752126","101","660","1638","EA"
"196852899869","101","660","1638","EA"
"3473311805621","109","156","1130","EA"
"3473311805638","109","156","1130","EA"
"020714243746","101","151","1107","EA"
"020714243753","101","151","1107","EA"
"3473311805645","109","156","1130","EA"
"3473311805652","109","156","1130","EA"
"3473311805669","109","156","1130","EA"
"3473311805676","109","156","1130","EA"
"3700431425904","202","252","1221","EA"
"3700431428523","202","252","1221","EA"
"3700431429025","202","252","1221","EA"
"3700431431479","202","252","1221","EA"
"3700431434838","202","252","1221","EA"
"3701222603839","201","252","1220","EA"
"3701222603846","201","252","1220","EA"
"3700431400031","202","254","1227","EA"
"3701222603853","201","252","1220","EA"
"3700431400154","202","254","1227","EA"
"3473311502506","109","355","1314","EA"
"3701222600517","201","252","1220","EA"
"3701222600524","201","252","1220","EA"
"3701222600531","201","252","1220","EA"
"3701222600555","201","252","1220","EA"
"3701222600562","201","252","1220","EA"
"3700431436283","202","252","1221","EA"
"3700076450538","101","159","1148","EA"
"192333002261","101","159","1145","EA"
"3700431440686","202","252","1218","EA"
"3700431441089","202","252","1221","EA"
"194251006956","108","150","1103","EA"
"194251136004","108","152","1110","EA"
"3473311873200","109","154","1121","EA"
"3614272667044","101","152","1110","EA"
"3614272667051","101","152","1110","EA"
"020714003913","101","454","1412","EA"
"020714228118","101","163","1168","EA"
"020714918002","101","159","1143","EA"
"020714918019","101","159","1143","EA"
"3473311876119","109","159","1144","EA"
"3473311876126","109","159","1144","EA"
"3473311876133","109","159","1144","EA"
"3473311876140","109","159","1144","EA"
"3473311876157","109","159","1144","EA"
"3473311876164","109","159","1144","EA"
"3473311876171","109","159","1144","EA"
"3473311876195","109","159","1144","EA"
"3614272667075","101","152","1110","EA"
"194250001556","107","156","1133","EA"
"194250001617","107","156","1133","EA"
"3700076435818","101","156","1130","EA"
"3700076435825","101","156","1130","EA"
"3700076435832","101","156","1130","EA"
"3700076435849","101","156","1130","EA"
"3700076435856","101","156","1130","EA"
"3700076435863","101","156","1130","EA"
"3700076435870","101","156","1130","EA"
"3700076435894","101","156","1130","EA"
"020714089603","101","159","1147","EA"
"020714089641","101","159","1147","EA"
"020714089788","101","159","1147","EA"
"020714115333","101","159","1147","EA"
"020714286002","101","159","1147","EA"
"020714286040","101","159","1147","EA"
"020714286101","101","159","1147","EA"
"020714318260","101","159","1147","EA"
"020714427405","101","159","1147","EA"
"020714575748","101","159","1148","EA"
"194251004303","108","156","1130","EA"
"020714602031","101","159","1148","EA"
"3473311805683","109","156","1130","EA"
"3473311805690","109","156","1130","EA"
"3473311805706","109","156","1130","EA"
"3473311805713","109","156","1130","EA"
"3473311805720","109","156","1130","EA"
"3473311805737","109","156","1130","EA"
"3473311805744","109","156","1130","EA"
"3473311805751","109","156","1130","EA"
"3473311805768","109","156","1130","EA"
"3473311805775","109","156","1130","EA"
"3473311805782","109","156","1130","EA"
"020714684563","101","353","1309","EA"
"020714722418","101","162","1160","EA"
"020714722425","101","162","1160","EA"
"020714722432","101","162","1160","EA"
"020714722449","101","162","1160","EA"
"3473311805799","109","156","1130","EA"
"3473311805805","109","156","1130","EA"
"3473311805812","109","156","1130","EA"
"020714774080","101","162","1159","EA"
"3700431444387","202","252","1221","EA"
"3473311540607","109","355","1314","EA"
"3473311650023","109","368","1350","EA"
"3473311623508","109","355","1314","EA"
"3473311846013","109","152","1109","EA"
"3473311846020","109","152","1109","EA"
"3473311960009","109","252","1220","EA"
"027131250001","101","151","1107","EA"
"3473311692214","109","457","1427","EA"
"3701222603860","201","252","1220","EA"
"3700431400161","202","254","1227","EA"
"3701222603891","201","252","1220","EA"
"3700431400178","202","254","1227","EA"
"3701222603914","201","252","1220","EA"
"3700431400208","202","254","1227","EA"
"3473311963307","109","252","1220","EA"
"3473311980007","109","252","1220","EA"
"3473311985309","109","252","1220","EA"
"3473311986306","109","252","1220","EA"
"010315923093","110","152","1110","EA"
"3700431448613","202","252","1221","EA"
"3700431448682","202","252","1218","EA"
"194251006895","108","150","1103","EA"
"194251006918","108","150","1103","EA"
"194251006932","108","150","1103","EA"
"3700076435696","101","153","1115","EA"
"3700076435702","101","153","1115","EA"
"3700076435719","101","153","1115","EA"
"3700076435733","101","153","1115","EA"
"020714587307","101","155","1125","EA"
"020714587345","101","155","1125","EA"
"020714587352","101","155","1125","EA"
"3614271739872","101","152","1110","EA"
"3473311876201","109","159","1144","EA"
"3473311876218","109","159","1144","EA"
"3365440558106","101","159","1143","EA"
"3614272478411","101","159","1143","EA"
"194250001679","107","156","1133","EA"
"194250001730","107","156","1133","EA"
"3473311853516","109","164","1174","EA"
"3473311853523","109","164","1174","EA"
"3473311853530","109","164","1174","EA"
"020714602048","101","159","1148","EA"
"020714602055","101","159","1148","EA"
"3700076439717","101","156","1130","EA"
"3700076439724","101","156","1130","EA"
"3700076439731","101","156","1130","EA"
"3700076439748","101","156","1130","EA"
"3700076442557","101","355","1314","EA"
"3700076442618","101","355","1315","EA"
"3700076446302","101","356","1320","EA"
"3700076448252","101","356","1319","EA"
"3700076449068","101","552","1507","EA"
"3700076455397","101","156","1130","EA"
"3700076451269","101","159","1147","EA"
"020714012779","101","364","1341","EA"
"020714602062","101","159","1148","EA"
"020714602079","101","159","1148","EA"
"020714602086","101","159","1148","EA"
"3700076451276","101","159","1147","EA"
"3700076451283","101","159","1147","EA"
"3700076451290","101","159","1147","EA"
"3700076451306","101","159","1147","EA"
"3700076451313","101","159","1147","EA"
"020714794620","101","358","1326","EA"
"020714838461","101","351","1304","EA"
"020714838928","101","163","1166","EA"
"020714850975","101","355","1314","EA"
"3473311805829","109","156","1130","EA"
"3473311805836","109","156","1130","EA"
"3760298541261","200","252","1220","EA"
"3760298541346","200","252","1220","EA"
"3760298541353","200","252","1220","EA"
"3760298541360","200","252","1220","EA"
"3760298541377","200","252","1220","EA"
"3760298541384","200","252","1220","EA"
"027131349624","101","163","1170","EA"
"027131635093","101","163","1166","EA"
"027131635109","101","163","1164","EA"
"027131635116","101","163","1166","EA"
"027131635123","101","163","1166","EA"
"027131635130","101","163","1166","EA"
"027131635246","101","163","1164","EA"
"3473311805843","109","156","1130","EA"
"3473311805850","109","156","1130","EA"
"3700431415110","202","252","1221","EA"
"3700431420671","202","252","1221","EA"
"3700431420688","202","252","1221","EA"
"3700431420695","202","252","1221","EA"
"3700431420701","202","252","1221","EA"
"3700431421555","202","252","1221","EA"
"3700431425867","202","252","1221","EA"
"3700431425881","202","252","1221","EA"
"3700076442687","101","163","1166","EA"
"3700076445763","101","162","1159","EA"
"3700076447958","101","163","1166","EA"
"3700076449884","101","163","1166","EA"
"087327005291","201","254","1227","EA"
"087327012831","201","254","1227","EA"
"087327012848","201","254","1227","EA"
"087327012855","201","254","1227","EA"
"087327013814","201","254","1227","EA"
"3473311875402","109","153","1115","EA"
"3701222602153","201","252","1220","EA"
"3701222602276","201","252","1220","EA"
